# road_sins_pt.tsv - a metade PT da tabela de pecados (T931, I141c, V210). TRADUCAO A MAO -
# nao ha gerador para ela, exatamente como bg_body_pt.tsv de T765 e arch_body_pt.tsv de T838.
#
# tid<TAB>score<TAB>minimum_wrongdoing_pt<TAB>rationale_pt
#
# Casa por (tid, score) contra o EN ja resolvido (raw + overrides). Linha que falta aqui sai no
# .lua como ((FALTA pt <tid>|<score>)) e o gerador conta no fim - nao ha metade calada.
#
# ⚠ O CABECALHO deste arquivo e ASCII e o DADO NAO E: a coluna traduzida leva acento de verdade,
#   como bg_body_pt.tsv ja faz. Texto que o jogador le sem acento e defeito, nao economia.
#
# TERMOS, medidos nos modulos PT que ja existem e nao escolhidos aqui:
#   Kindred -> Membro · Beast -> Besta · frenzy -> frenesi · Rotschreck -> Rötschreck
#   Cainite -> Cainita · vitae -> vitae · Willpower -> Forca de Vontade · Amaranth -> Amaranto
#   diablerize -> diablerizar · Path -> Trilha · Road -> Caminho (o mapa PT do WoD20.6.lfm)
#
# ⚠ V34 proibe "magia menor"/"mago menor" no .lua inteiro - conferir o texto ANTES do gate.
# ⚠ Tabela de FILHA no da e de 2 COLUNAS: rationale vazia e o LIVRO, nao buraco de traducao.
da:127:2	7	Comportar-se de maneira injusta	É seu dever sustentar a justiça.
da:127:2	6	Matar sem propósito	Demonstrações de poder devem inspirar medo ou respeito.
da:127:2	5	Deixar de socorrer alguém	Para obter poder, primeiro é preciso reunir boa vontade.
da:127:2	4	Tratar seu superior com desrespeito	Aos superiores deve ser dado o respeito que lhes é devido.
da:127:2	3	Deixar de sustentar a lei	É seu dever sustentar a lei, custe o que custar.
da:127:2	2	Quebrar sua palavra ou seu juramento	Sua palavra é sua honra. Sem honra, você não tem valor.
da:127:2	1	Ceder à sua Besta, como no frenesi	Se você não controla a si mesmo, como controlaria os outros?
da:127:3	10	Deixar de reconhecer o divino	Seu poder vem da vontade divina.
da:127:3	9	Abrir mão do seu dever	Quem não mantém suas responsabilidades costuma perdê-las.
da:127:3	8	Tratar outrem com desrespeito	É preciso dar respeito para recebê-lo dos outros.
da:127:3	7	Tratar um inferior como igual	Você é um deus; não se esqueça disso.
da:127:3	6	Colocar desejos pessoais acima do dever	Um líder deve fazer o melhor para muitos, não para um só.
da:127:3	5	Deixar de tomar o poder quando a chance surge	Você precisa provar ao divino que merece sua bênção.
da:127:3	4	Deixar de responder a um desafio à sua honra.	Deuses de verdade ferem seus detratores.
da:127:3	3	Matar sem propósito	É seu dever divino proteger seus adoradores, não matá-los.
da:127:3	2	Quebrar sua palavra ou seu juramento	Sua palavra é sua honra. Sem honra, você não tem valor.
da:127:3	1	Ceder à sua Besta, como no frenesi	Se você não controla a si mesmo, como aceitaria o divino?
da:130:1	10	Alimentar-se assim que sente fome	Há uma lição em cada negação, e há controle na autonegação.
da:130:1	9	Entrar num sistema criado por quem não tem sabedoria	Viva fora das mentiras deles.
da:130:1	8	Ignorar uma das faces de Lilith	Aonde quer que você vá, a Mãe Sombria deixou mensagens para você. Leia os mitos deles e mostre-lhes onde Lilith vive.
da:130:1	7	Rejeitar o sofrimento alheio ou desprezá-lo	Ensine sempre que a oportunidade se apresentar, mesmo que você julgue as lições aprendidas abaixo de você.
da:130:1	6	Crueldade por si mesma	Como mestre, você precisa lapidar suas lições. Abusos mesquinhos estão abaixo de você. A dor que você inflige precisa ser divina.
da:130:1	5	Roubar um grande aprendizado e reivindicá-lo como seu	Se não foi você quem descobriu a sabedoria, não tem direito de reivindicá-la nem autoridade baseada nela.
da:130:1	4	Destruir um ser pensante	Eles não podem aprender com você nem lhe ensinar se forem destruídos.
da:130:1	3	Não buscar os ensinamentos de Lilith	Vire a folha, rache a madeira e encontre os segredos dela onde quer que se escondam.
da:130:1	2	Interpor-se entre alguém e uma lição valiosa	Melhor arrancar as estrelas do céu do que roubar de alguém momentos de verdadeira gnose.
da:130:1	1	Fugir da dor	Quanto mais difícil, mais recompensador o crescimento.
da:130:2	9	Entrar em qualquer comunidade de tolos.
da:130:2	5	Aceitar um aluno (formal ou informal) na primeira vez em que ele o procura.
da:130:2	2	Colocar o aprendizado de outro acima do seu.
da:131:1	9	Aceitar e obedecer a qualquer lei de Caim ou de Deus.
da:131:1	8	Deixar de destruir as obras dos noditas mentirosos.
da:131:1	4	Apagar a chama de uma vela que deseja arder mais forte.
da:131:2	10	Rejeitar as investidas de demônios com semente em punho.
da:131:2	7	Abandonar uma coisa porque ela é feia ou assustadora.
da:131:2	5	Não tomar um segredo de fazer e criar de selvagens que não conhecem o propósito divino por trás dele.
da:131:2	1	Rejeitar as investidas de anjos com semente em punho.
da:132:1	10	Deixar de cavalgar um frenesi	Embora se possa colher conhecimento da Besta, você não pode permitir que seus impulsos mais baixos o controlem.
da:132:1	9	Oferecer conhecimento não solicitado a outrem	A maioria não segue a sua trilha, mas não presuma tirar deles a escolha.
da:132:1	8	Permitir que o prazer ou a emoção o distraiam	O hedonismo desvia de fins mais altos.
da:132:1	7	Pedir conhecimento a outrem	Ninguém pode lhe ensinar a apoteose. Você precisa descobrir os segredos dela sozinho.
da:132:1	6	Negar sustento a si mesmo	A fome é a mais básica das distrações.
da:132:1	5	Sucumbir à moral convencional quando havia conhecimento a obter	Sem transgredir, você nunca encontrará o que está oculto à vista.
da:132:1	4	Colocar os outros acima da sua busca por conhecimento	Quem deseja acorrentar-se a este mundo vai segurar você também.
da:132:1	3	Deixar de experimentar por compaixão, desconforto ou risco pessoal	Podemos tropeçar no escuro, e pode ser desagradável, mas é o nosso único caminho adiante.
da:132:1	2	Amar outra pessoa	O amor se põe acima de tudo, até da Metamorfose. Não permita isso.
da:132:1	1	Negligenciar a alteração do próprio corpo	Se as formas que temos servissem à ascensão, já teríamos ascendido.
da:134:1	10	Reconhecer qualquer autoridade acima da sua	Você está além da submissão.
da:134:1	9	Deixar de satisfazer um desejo novo	Nenhum prazer deve lhe ser negado.
da:134:1	8	Deixar de cavalgar a onda do frenesi	A Besta se cansa com o exercício e se fortalece com a negação.
da:134:1	7	Abrir mão de prazeres duradouros por prazeres passageiros	Não troque enchentes de desejo por um gole.
da:134:1	6	Colocar as necessidades alheias à frente do seu prazer	Sua necessidade pesa mais que tudo o mais.
da:134:1	5	Fazer um juramento	Não se prenda a ninguém, muito menos a si mesmo.
da:134:1	4	Recusar-se a agir contra quem tenta prendê-lo	As correntes mais verdadeiras são as que se impõe, mas as falsas prendem igual.
da:134:1	3	Recusar-se a alimentar ou matar quando necessário	Nenhuma vida vale mais que a sua.
da:134:1	2	Incentivar os preceitos ou virtudes de outro Caminho	Todos os outros Caminhos levam a gaiolas douradas e Bestas soltas.
da:134:1	1	Recusar-se a agir no seu próprio interesse	Só tolos se sacrificam.
da:135:1	10	Envergonhar-se dos próprios atos	A vergonha é a desaprovação nos olhos alheios; seus atos só precisam agradar a você.
da:135:1	9	Deixar de satisfazer seus desejos	A saciedade mantém a Besta a distância.
da:135:1	8	Deixar de cavalgar a onda do frenesi	As fúrias vermelhas são apenas mais um prazer a experimentar.
da:135:1	7	Qualquer demonstração de modéstia	A modéstia é moral imposta de fora. Nunca se submeta a ela.
da:135:1	6	Colocar as necessidades alheias à frente dos seus interesses	Seus desejos vêm antes da necessidade deles.
da:135:1	5	Fazer um juramento	Um coração selvagem nunca deve ser acorrentado.
da:135:1	4	Conviver com quem não lhe traz prazer	A Besta se enfurece quando negada; nunca dê licença à fúria dela.
da:135:1	3	Recusar-se a alimentar ou matar quando necessário	Estas são suas alegrias maiores e mais puras.
da:135:1	2	Incentivar a virtude ou os agentes da virtude	Por que gastar esforço em ajudar quem o acorrentaria?
da:135:1	1	Recusar-se a agir no seu próprio interesse	Seus desejos são tudo o que realmente importa.
da:136:1	10	Reconhecer quaisquer leis que não as do Inferno	Divindade e mundanidade nada significam para os Condenados.
da:136:1	9	Deixar de satisfazer seus desejos	O prazer o fortalece, e isso fortalece seus senhores.
da:136:1	8	Deixar de cavalgar a onda do frenesi	A Besta é o clarim da sua alma.
da:136:1	7	Recusar-se a alimentar ou matar quando necessário	Belo é o sangue que escurece a terra.
da:136:1	6	Evitar ferir os outros por qualquer motivo	Sangue derramado é seu presente ao mundo, seu maior prazer.
da:136:1	5	Qualquer demonstração de misericórdia ou piedade	A misericórdia é para os fracos, e a Condenação o torna forte.
da:136:1	4	Deixar de agir em nome do Inferno	Você serve ao Inferno, mesmo quando ele não serve a você.
da:136:1	3	Qualquer comportamento altruísta	Você não deve nada aos outros.
da:136:1	2	Agir contra os servos do Inferno	Somos todos zangões na colmeia do Poço.
da:136:1	1	Incentivar a virtude ou os agentes da virtude	Nada de puro pode resistir a você, nem mesmo a pureza do Pecado.
da:136:2	10	Reconhecer as leis de Deus ou do Homem	Nunca dê crédito a quem escravizaria os outros.
da:136:2	9	Deixar de satisfazer um desejo novo	A paixão é o fogo da alma.
da:136:2	8	Deixar de cavalgar a onda do frenesi	A Besta só pode ser compreendida depois da luta.
da:136:2	7	Recusar ajuda a uma alma perdida em necessidade	Os fracos não compreendem a própria natureza e precisam ser ensinados pelos fortes.
da:136:2	6	Recusar um prazer que não fere ninguém	Buscar o próprio prazer é a mais cara das buscas.
da:136:2	5	Fazer um juramento	A servidão forçada não tem remédio e merece pena; a servidão que se impõe é hedionda e deve ser combatida.
da:136:2	4	Recusar-se a agir contra quem escolhe prendê-lo	Puna quem tenta controlá-lo.
da:136:2	3	Recusar-se a alimentar ou matar quando necessário	Nunca sinta vergonha de fazer o que precisa ser feito.
da:136:2	2	Buscar ganho material às custas de questões mais altas	Enriqueça sua alma antes de encher seus cofres.
da:136:2	1	Incentivar a falsa virtude ou os agentes da falsa virtude	As amarras das leis escravizam a mente e estrangulam a alma.
da:138:1	10	Deixar de fazer sacrifícios regulares	Sacrifícios regulares dão força aos deuses.
da:138:1	9	Mentir	Não se desonre aos olhos dos deuses com palavras falsas.
da:138:1	8	Ofender os deuses ou os espíritos com violência	Não desrespeite os espíritos com violência, pois eles se ofendem depressa e sua memória é longa.
da:138:1	7	Deixar de agir com honra	Os deuses recompensam a honra e punem a desonra.
da:138:1	6	Roubar de oferendas ou sacrifícios	Dê aos deuses os primeiros frutos do seu trabalho e não lhes negue a parte deles.
da:138:1	5	Não honrar os sacerdotes	Sacerdotes são servos da ordem e do equilíbrio, favorecidos pelos deuses.
da:138:1	4	Matar um animal sagrado	Honre aquilo que os deuses decretaram sagrado.
da:138:1	3	Profanar lugares sagrados	Profanar um templo é como amaldiçoar os próprios deuses.
da:138:1	2	Danificar a imagem dos deuses	Deve-se buscar sempre honrar os deuses em pensamento e em ato.
da:138:1	1	Injuriar um deus ou os deuses	Os deuses são a fonte de toda vida e de todo bem.
da:140:1	10	Recusar-se a partilhar conhecimento com um destinatário digno	A erudição melhora com a revisão informada.
da:140:1	9	Destruição gratuita e crueldade	Bestas e idiotas não descobrirão nada além da estaca.
da:140:1	8	Recusar-se a matar quando é útil ou necessário	Que nenhum melindre mortal atrapalhe sua busca.
da:140:1	7	Deixar-se levar pela emoção	Estude a emoção como expressão da alma, mas não deixe que ela guie sua mão.
da:140:1	6	Sucumbir ao frenesi	Uma Besta enfurecida observa mal.
da:140:1	5	Buscar poder, prestígio ou vínculos mortais em vez de conhecimento	Essas coisas são meios para um fim e nada mais.
da:140:1	4	Permitir que a compaixão ou a piedade o influenciem	Fingir compaixão pode ser útil para manipular seus inimigos, mas não a deixe entrar no seu coração.
da:140:1	3	Impedir uma morte sem necessidade	Toda carne é pó.
da:140:1	2	Demonstrar medo da morte	Não tema a verdade.
da:140:1	1	Destruir fontes insubstituíveis de conhecimento	Destruir um artefato destrói um mundo inteiro.
da:141:1	10	Ignorar um insulto	Você conquistou o respeito dos outros.
da:141:1	9	Insultar outrem sem que ele mereça	É preciso mostrar respeito a quem o conquistou.
da:141:1	8	Mentir para quem provou ser honesto	A honestidade exige honestidade.
da:141:1	7	Abusar do seu rebanho	O rebanho não é de um só.
da:141:1	6	Mostrar misericórdia a quem não se submeteu	Os fracos precisam aceitá-lo como seu senhor.
da:141:1	5	Perder uma batalha por orgulho	Derrote seu inimigo agora. Console seu ego depois.
da:141:1	4	Ferir família, anda, rebanho ou aliados durante o frenesi	A qualidade essencial de um guerreiro é a disciplina.
da:141:1	3	Desobedecer à ordem do seu noyan	A obediência é o alicerce da honra.
da:141:1	2	Trair sua família	Você nunca conhecerá laço mais forte que o do sangue.
da:141:1	1	Trair seus Irmãos de Sangue	A família de escolha é a mais forte.
da:432:1	10	Agir por impulso em qualquer situação	A disciplina é força.
da:432:1	9	Permitir que a emoção dite as ações	A paixão é o primeiro estremecer da Besta.
da:432:1	8	Sucumbir ao frenesi	Nossa vontade precisa ser inabalável.
da:432:1	7	Deixar de diablerizar um vampiro indigno	Devolva a Haqim o sangue dos indignos.
da:432:1	6	Agir com covardia ou desonra	Nossos atos recaem sobre nosso pai, Haqim.
da:432:1	5	Deixar um indigno impune	Somos os juízes dos não-vivos.
da:432:1	4	Demonstrar fraqueza diante dos indignos	Representamos Haqim em todas as coisas.
da:432:1	3	Deixar de honrar um juramento	Nossa honra é o que nos distingue.
da:432:1	2	Submeter-se à vontade de um príncipe ou ancião indigno	Nada neste mundo pode nos desviar do nosso propósito sagrado.
da:432:1	1	Prender-se por juramento a outro Cainita	Servimos a Haqim e a mais ninguém.
da:442:1	10	Demonstrar medo do escuro	A escuridão tem muito a nos ensinar sobre o Abismo.
da:442:1	9	Deixar de observar uma manifestação da escuridão	Só pela observação se aumenta o conhecimento.
da:442:1	8	Manifestar reverência pela criação	A criação é uma praga, uma mácula na pureza do Abismo.
da:442:1	7	Recusar-se a alimentar quando faminto	A fome é uma manifestação do vazio.
da:442:1	6	Recusar-se a matar quando esse é o caminho mais rápido	Tudo retorna ao Abismo com o tempo.
da:442:1	5	Ceder ao frenesi	Para dominar a escuridão, primeiro é preciso dominar a si mesmo.
da:442:1	4	Recusar-se a partilhar conhecimento com outro místico do Abismo	A compreensão plena do Abismo não se alcança sem o discernimento alheio.
da:442:1	3	Deixar a moral atrapalhar o estudo do Abismo	Moral é fraqueza nascida da luz. Somos criaturas da escuridão.
da:442:1	2	Evitar a escuridão sem necessidade	Somos criaturas da escuridão. Rejeitá-la é rejeitar a si mesmo.
da:442:1	1	Demonstrar aversão ao Abismo	Não se domina aquilo que se teme.
da:445:1	10	Deixar de aceitar a morte	Seu svadharma é apenas temporário; você precisa retornar ao samsara um dia.
da:445:1	9	Abraçar fora da jati	Só Abrace quem vá seguir o Caminho do Paradoxo.
da:445:1	8	Destruir outro Asura	Seus companheiros neste Caminho têm um svadharma; não os detenha.
da:445:1	7	Matar um mortal para se sustentar	A morte impede uma pessoa de cumprir seu svadharma nesta parte do ciclo.
da:445:1	6	Deixar de matar vampiros de outro Caminho	Só aceitando o verdadeiro caminho até moksha um vampiro pode se redimir. Fora isso, são inúteis.
da:445:1	5	Permitir que assuntos pessoais interfiram no seu svadharma	Você precisa seguir seu dever sagrado o tempo todo.
da:445:1	4	Deixar de auxiliar o svadharma de outrem	Este é seu único propósito antes de retornar ao ciclo.
da:445:1	3	Matar um mortal por qualquer motivo que não a sobrevivência	Impedir que outros alcancem seu svadharma é anátema.
da:445:1	2	Tornar-se preso pelo vínculo de sangue	Você não pode destruir seu regente, e isso pode impedi-lo de seguir seu svadharma.
da:445:1	1	Abraçar sem necessidade, por desejo pessoal	Você precisa deixar que os outros sigam seu ciclo, não retirá-los dele.
da:447:1	10	Deixar de punir a corrupção e o pecado	O mal prospera no coração que ninguém desafia.
da:447:1	9	Agir por avareza ou luxúria	A honra precisa ser mais forte que o aço.
da:447:1	8	Dar falso testemunho	Sua espada é a da verdade.
da:447:1	7	Alimentar-se do inocente sem permissão	Como os Curandeiros estão presos, assim estaremos nós.
da:447:1	6	Deixar de defender ou socorrer alguém em necessidade	Um coração morto encontra vida no serviço aos outros.
da:447:1	5	Deixar de defender ou socorrer um Curandeiro em necessidade	A mão direita vermelha defende a esquerda.
da:447:1	4	Deixar sem resposta um desafio digno	Seja como o leão, não como o cordeiro.
da:447:1	3	Deixar de desafiar um vampiro de Caminho baixo	As almas deles põem em risco Cainitas e mortais.
da:447:1	2	Desperdiçar uma oportunidade de vingança	Que a retribuição seja seu orgulho e sua alçada.
da:447:1	1	Auxiliar demônios, Baali, Setitas ou outros males	Não ofereça aos ímpios socorro algum, senão sal e fogo.
da:449:1	10	Deixar de se entregar a atos prazerosos	O caos é o dom de Apep, nossa fonte de força.
da:449:1	9	Adiar a satisfação carnal	Negar os próprios desejos é negar o próprio eu verdadeiro.
da:449:1	8	Recusar a oportunidade de corromper um mortal	A ordem nos impede de ser quem realmente somos.
da:449:1	7	Recusar a oportunidade de corromper um vampiro	Somos os filhos de Apep. O dom dele não pode ser rejeitado.
da:449:1	6	Recusar a oportunidade de corromper uma figura sagrada	A fraqueza precisa ser posta de lado.
da:449:1	5	Deixar de solapar o ambiente mortal vigente	A estagnação promove a fraqueza.
da:449:1	4	Deixar de solapar as estruturas de poder Cainitas	Tempos de conflito nos ajudam a descobrir nossa verdadeira força.
da:449:1	3	Colocar os desejos alheios acima dos seus	A civilização é uma mentira.
da:449:1	2	Punir alguém por comportamento indecente	A liberdade é força.
da:449:1	1	Impor ativamente o império da lei	Ordem e caos são opostos naturais.
da:449:2	10	Buscar a indulgência pessoal acima dos interesses da Trilha	A dissolução é o passatempo dos fracos.
da:449:2	9	Recusar ajuda a outro seguidor da Trilha	Precisamos trabalhar juntos se quisermos eliminar nossos inimigos.
da:449:2	8	Deixar de obter vantagem contra os inimigos do Caminho	Os injustos serão destruídos e os fracos, convertidos.
da:449:2	7	Recusar-se a espalhar o culto a Set	Quem carrega o sangue de Set carrega o dever sagrado de espalhar a palavra dele.
da:449:2	6	Deixar de observar os rituais Setitas	Só por nossa devoção conquistamos o favor de Set.
da:449:2	5	Deixar de semear o caos entre os inimigos do Caminho	Que os ímpios sejam derrubados.
da:449:2	4	Deixar de fazer o que for preciso para converter os devotos de outras fés	Aonde eles forem, outros seguirão.
da:449:2	3	Obstruir os esforços de outro Setita	Todos trabalhamos por um propósito comum.
da:449:2	2	Recusar-se a ajudar na ressurreição de Set	É nosso dever sagrado restaurar o lugar do nosso senhor no mundo.
da:449:2	1	Adorar qualquer deus que não Set	Set é nosso progenitor e protetor. Não há outro deus verdadeiro senão Set.
dac:71:1	10	Ceder a qualquer tentação	A verdadeira katharsis purga todas as paixões.
dac:71:1	9	Passar uma noite sem realizar trabalho criativo algum	Na arte, iluminamos a verdade.
dac:71:1	8	Dar as costas a quem precisa de inspiração	O trabalho de um anjo é guiar os perdidos.
dac:71:1	7	Recusar-se a fazer um sacrifício menor	Despojar-se das coisas terrenas nos aproxima da divindade.
dac:71:1	6	Deixar um companheiro Toreador definhar sem batismo	Somos todos os escolhidos de Michael.
dac:71:1	5	Passar uma semana sem realizar trabalho criativo algum	A arte é como a alma adora.
dac:71:1	4	Ceder às tentações da carne	Na katharsis renunciamos às paixões carnais.
dac:71:1	3	Abandonar alguém sob sua responsabilidade	Precisamos merecer a adoração do rebanho.
dac:71:1	2	Ceder à sua Besta, como no frenesi	A katharsis purga primeiro e acima de tudo nossos impulsos mais baixos.
dac:71:1	1	Recusar-se a fazer um sacrifício maior	Seguimos o exemplo de Michael em tudo.
dac:84:1	10	Temer a Morte Final	O vampiro trilhou o caminho de volta a Ahura Mazda. O Paraíso o espera quando morrer.
dac:84:1	8	Dizer palavras más, falar mal dos outros	As palavras chegam ao ouvido de Ahura Mazda.
dac:84:1	1	Alimentar-se de homens bons	O vampiro escolheu Ahura Mazda e precisa proteger os bons e justos.
dac:84:2	10	Cometer qualquer ato de bondade	O vampiro é servo de Angra Mainyu, aquele que traz o mal.
dac:84:2	2	Alimentar-se de homens maus	O vampiro não deve ferir outros servos de Angra Mainyu.
dac:84:2	1	Temer o frenesi	A Fúria e a Fome são dons de Angra Mainyu, e o vampiro precisa abraçá-las.
lotc:52:1	10	Pensamento mal definido ou ocioso	Só a rigidez de pensamento permite o domínio sobre a Besta.
lotc:52:1	9	Recusar-se a intervir quando outro vampiro corre risco de degeneração	Ao ajudar os outros a controlar seus impulsos, você aprende mais sobre como controlar os seus.
lotc:52:1	8	Agir por impulso	Agir sem pensamento cuidadoso leva à perda de controle.
lotc:52:1	7	Furto, roubo ou vandalismo	Agir contra os outros é o caminho que se afasta da Humanidade.
lotc:52:1	6	Recusar-se a defender um princípio moral por medo ou covardia	É só pela defesa da moral que se pode compreendê-la.
lotc:52:1	5	Causar dano deliberado a um mortal, inclusive alimentação violenta e não consentida	Se você fere o corpo de um mortal, fere também a própria espiritualidade.
lotc:52:1	4	Auxiliar um seguidor de outra Trilha que não respeite a humanidade	Auxiliar quem rejeita a humanidade (e a Humanidade) é tão ruim quanto rejeitá-la você mesmo.
lotc:52:1	3	Sucumbir ao frenesi quando uma conduta sábia poderia tê-lo evitado	Não dê à Besta a chance de florescer.
lotc:52:1	2	Deixar impune qualquer crime violento contra um inocente	Se você permite que outros sejam feridos sem punição, é como se você mesmo tivesse ferido.
lotc:52:1	1	O assassinato de inocentes	Tirar uma vida é a pior perda de controle que se pode cometer.
lotc:71:1	10	Deixar um inocente viver	Uma alma que não se dispõe a tocar o além pela sensação deve ser enviada por via mais direta.
lotc:71:1	9	Não se afundar em decadência absoluta	Sempre, sempre afogue a Besta.
lotc:71:1	8	Recusar-se a quebrar um tabu	Transgredir qualquer fronteira sagrada deteriora o paradigma dos Éons.
lotc:71:1	7	Deixar viver, sem bom motivo, um infector de impureza (padre, freira etc.)	A menos que possam ser comprometidos, os hipócritas continuarão servindo ao propósito dos Éons.
lotc:71:1	6	Deixar de criar um momento belo	Num mundo sufocado de niilismo, é pecado não abrir uma janela para o divino quando a inspiração chega.
lotc:71:1	5	Não tentar corromper um inocente	Liberte a ovelha acorrentada quando puder.
lotc:71:1	4	Não usar ao menos uma droga regularmente	Uma mente maleável está mais aberta ao supremo.
lotc:71:1	3	Conter seus impulsos naturais sem necessidade	A compulsão da repressão é um artefato inútil, implantado pelos Éons, e precisa ser extirpada.
lotc:71:1	2	Recusar-se a subverter as correntes dos Éons	Sem nosso propósito glorioso, não passamos de hedonistas reles.
lotc:71:1	1	Destruir algo de beleza, mesmo um inocente	Recusamo-nos a tornar o mundo menos interessante.
lotc:73:1	10	Não se submeter às torturas mais dolorosas	Sua carne precisa ser purificada para seu propósito sagrado.
lotc:73:1	9	Falhar em qualquer prova posta diante de você, física ou mental	O fracasso é indigno do Deus Sombrio.
lotc:73:1	8	Não desenvolver seu corpo até o máximo do potencial	Você é uma arma empunhada por Set, e precisa estar afiado.
lotc:73:1	7	Gastar pontos de sangue para curar ferimentos na mesma noite em que os sofreu	A dor é uma mestra. Não fuja das suas lições.
lotc:73:1	6	Não desenvolver suas Disciplinas até o máximo do potencial	A divindade é desperdiçada em quem não destrava seus dons.
lotc:73:1	5	Matar de forma rápida e misericordiosa	Um inimigo agonizante precisa conhecer o desespero para que Set ouça sua oferenda.
lotc:73:1	4	Demonstrar qualquer sinal de dor	Sua dor pertence a você e a mais ninguém a quem você não a dê.
lotc:73:1	3	Sucumbir ao frenesi ou ao Rötschreck	Se você tem todo o poder do mundo e a Besta o controla, você não tem nada.
lotc:73:1	2	Pensar demais antes de agir	A hesitação é falha mortal e indigna de você.
lotc:73:1	1	Recusar-se a ajudar na ressurreição de Set	A batalha final não pode começar até que o Deus da Tempestade e do Céu retorne.
