# merit_flaw.tsv - qualidades e defeitos EXTRAIDOS dos 15 livros (T749, 2026-08-28)
#
# colunas: nome_EN <TAB> tipo <TAB> custo <TAB> categoria <TAB> livro <TAB> pag_impressa
#
# METODO: pdftotext -layout -enc UTF-8 + corte na CALHA (extract_merit_flaw.ps1, reescrito
# na 135a rodada - armadilhas 8 e 9 do README.md). pagina = indice do split por \f, e
# pag_impressa = pagina_PDF - offset. Offsets MEDIDOS em 2026-08-28 e gravados no
# README.md deste diretorio. O metodo se validou sozinho em core=8 e da=1, que ja
# eram conhecidos.
#
# 2 correcoes da 135a rodada, as duas MEDIDAS:
#   - as 81 linhas do `da` estavam SEM TIPO (notacao 4 nao diz Merit nem Flaw). O extrator
#     agora guarda o cabecalho de secao e o tipo saiu de la: 27 Merit + 54 Flaw.
#   - a linha `Japheth  lob  4` SAIU: era ponto de SUMARIO. O item real e
#     `Disciple of Lazarus / Japheth  lob  48`, que ja estava na lista. 783 -> 782 linhas.
#
# SETE NOTACOES, nao tres (o R125 registrou tres; as outras quatro sairam da medicao
# de 2026-08-28). Um parser que conheca menos perde o resto CALADO:
#   1 core    Acute Sense (1pt. Merit)
#   2 anarch  Peacemaker (2-pt. Merit)              hifen entre o numero e pt
#   3 tos     <nome em linha propria> + (3 pt. Supernatural Merit) na linha seguinte
#   4 da      Ambidextrous (1 point): <prosa>       nao diz Merit nem Flaw - o tipo vem
#             do cabecalho de secao (Physical Merits / Physical Flaws / ...)
#   5 sorc    Path Natural: (5 pt Merit)            dois-pontos ANTES do parentese
#   6 m20va   * Well-Rounded (1 pt. Mental Merit)   marcador antes do nome
#   7 m20va   * Construct (Social Flaw):            SEM custo, so categoria
#
# custo e VERBATIM do livro (string, nao numero): pode ser "2", "1 or 3", "3-5", "" .
# Linhas de indice (sumario) foram descartadas: terminam no numero da pagina que apontam.
#
# FORA: m20 (o PDF esta em portugues), bcm e trel (zero qualidades). Decisao do user
# 2026-08-28: os 15 restantes entram todos, sem filtro por tema.
#
# ESTE ARQUIVO AINDA NAO E A LISTA FINAL. Nome repetido entre livros continua repetido
# aqui de proposito: o dedupe por essencia (pedido 12.1) precisa das descricoes lado a
# lado, e apagar a evidencia antes de decidir e perda calada.
Regal Bearing	Merit	1		bos	54
Unobtrusive	Merit	1		bos	54
Animal Magnetism	Merit	2		bos	54
Confidence	Merit	2		bos	55
Hideaway /Safehouse	Merit	2, 4 or 6		bos	55
Natural Leader	Merit	2		bos	56
Officially Dead	Merit	2		bos	56
Perfect Liar	Merit	2		bos	56
Prestige	Merit	2		bos	56
Property	Merit	2 to 5		bos	56
Research Grant	Merit	2		bos	57
Sanctity	Merit	2		bos	57
Secret Code Language	Merit	2		bos	57
Socially Networked	Merit	2		bos	57
Subculture Insider	Merit	2		bos	58
Dark Triad	Merit	3		bos	58
Local Hero	Merit	3		bos	58
Noted Messenger	Merit	3		bos	58
Rising Star	Merit	3		bos	58
Ties	Merit	3		bos	58
Master of Red Tape	Merit	4		bos	58
True Love	Merit	4		bos	59
Blacklisted	Flaw	1 to 5		bos	59
Compulsive Speech	Flaw	1 to 2		bos	59
Conflicting Loyalties	Flaw	1 to 3		bos	59
Conniver	Flaw	1		bos	60
Cultural Other	Flaw	1 to 5		bos	60
Dark Secret	Flaw	1		bos	61
Debts	Flaw	1 to 5		bos	61
Discredited	Flaw	1		bos	62
Enemy	Flaw	1 to 5		bos	62
Esoteric Discourse / Technobabbler	Flaw	1		bos	62
Family Issues	Flaw	1 to 3		bos	62
Infamy	Flaw	1 to 5		bos	62
Insane /Infamous Mentor	Flaw	1		bos	63
Mistaken Identity	Flaw	1		bos	63
New Kid	Flaw	1		bos	63
Offline	Flaw	1 or 3		bos	63
Rival House	Flaw	1 to 5		bos	63
Sect Enmity	Flaw	1		bos	64
Special Responsibility	Flaw	1		bos	64
Sympathizer	Flaw	1		bos	64
Twisted Apprenticeship	Flaw	1		bos	64
Catspaw	Flaw	2		bos	64
Diabolical Mentor	Flaw	2		bos	64
Dogmatic	Flaw	2		bos	64
Double Agent	Flaw	2		bos	65
Failure	Flaw	2		bos	65
Expendable	Flaw	3		bos	65
Gullible	Flaw	2		bos	65
Old Flame	Flaw	2		bos	65
Troublemaker	Flaw	2		bos	65
Narc	Flaw	3		bos	65
Notoriety	Flaw	3		bos	65
Rivalry	Flaw	3 to 5		bos	66
Rotten Liar	Flaw	3		bos	66
Sleeping with the Enemy	Flaw	3		bos	66
Ward	Flaw	3		bos	66
Echo Chamber	Flaw	4		bos	66
Hit List	Flaw	4		bos	67
Mr. Red Tape	Flaw	4		bos	67
Overextended	Flaw	4		bos	68
Probationary Member	Flaw	4		bos	68
Rogue	Flaw	4		bos	68
Witch-Hunted	Flaw	4		bos	68
Fifth Degree	Flaw	5		bos	68
Burning Aura	Merit	1		bos	68
Green Thumb	Merit	1		bos	69
Bardic Gift	Merit	2		bos	69
Circumspect Avatar	Merit	2		bos	69
Faerie Affinity	Merit	2		bos	69
Medium	Merit	2		bos	69
Unaging	Merit	2		bos	69
Celestial Affinity	Merit	3		bos	70
Cloak of the Seasons	Merit	3		bos	70
Danger Sense	Merit	3		bos	70
Hands of Daedalus	Merit	3		bos	71
Lucky	Merit	3		bos	71
Manifest Avatar	Merit	3		bos	71
Mark of Favor	Merit	3		bos	71
Natural Channel	Merit	3		bos	72
Natural Shapeshifter	Merit	3		bos	72
Oracular Ability	Merit	3		bos	72
Parlor Trick	Merit	3		bos	73
Spirit Mentor	Merit	3		bos	74
Supernatural Companion	Merit	3		bos	74
Stormwarden /Quantum Voyager	Merit	3 or 5		bos	74
Deathwalker	Merit	4		bos	74
Fae Blood	Merit	4		bos	74
Shapechanger Kin	Merit	4		bos	74
Twin Souls	Merit	4		bos	75
Umbral Affinity	Merit	4		bos	75
Unbondable	Merit	4		bos	75
Ghoul	Merit	5		bos	75
Clear Sighted	Merit	5		bos	75
Inner Knight	Merit	5		bos	77
Legendary Attributes	Merit	5		bos	77
Powerful Ally	Merit	5 to 8		bos	77
Shattered Avatar	Merit	5		bos	77
Spark of Life	Merit	5		bos	78
Guardian Angel	Merit	6		bos	78
Nine Lives	Merit	6		bos	79
Avatar Companion	Merit	7		bos	79
Sphere Natural	Merit	6		bos	79
Dual Affiliation	Merit	7		bos	79
Nephilim /Laham	Merit	7		bos	80
True Faith	Merit	7		bos	81
Anachronism	Flaw	1 to 3		bos	81
Apprentice	Flaw	1 to 5		bos	81
The Bard's Tongue	Flaw	1		bos	82
Cast No Shadow or Reflection	Flaw	1 to 2		bos	82
Cursed	Flaw	1 to 5		bos	83
Devil's Mark	Flaw	1		bos	83
Echoes	Flaw	1 to 5		bos	83
Paranormal Prohibition or Imperative	Flaw	2 to 8		bos	83
Gremlin	Flaw	1 to 5		bos	84
Locked Vidare	Flaw	1		bos	85
Strangeness	Flaw	1		bos	85
Throwback	Flaw	1 to 5		bos	85
Uncanny	Flaw	1 to 5		bos	86
Vulnerability	Flaw	1 to 7		bos	86
Bizarre Hunger	Flaw	2 to 5		bos	87
Blood-Hungry Soul	Flaw	2, 3 or 5		bos	87
Crucial Component	Flaw	2 to 5		bos	87
Faulty Enhancements	Flaw	2 to 5		bos	88
Jinx /Infernal Contraption	Flaw	2 to 10		bos	88
Permanent Paradox Flaw	Flaw	2, 4 or 6		bos	89
Branded	Flaw	3 to 5		bos	89
Demented Eidolon	Flaw	3		bos	89
Haunted	Flaw	3		bos	90
Primal Marks	Flaw	3		bos	90
Oathbreaker	Flaw	4		bos	90
Prone to Quiet	Flaw	4 to 5		bos	91
Beast Within	Flaw	5		bos	92
Blood Magick	Flaw	5		bos	92
Bound	Flaw	5		bos	92
Dark Fate	Flaw	5		bos	92
Faithless	Flaw	5		bos	93
Immortal Enemy	Flaw	5 to 8		bos	93
Psychic Vampire	Flaw	5		bos	93
Bedeviled	Flaw	6		bos	94
Sphere Inept	Flaw	6		bos	94
Phylactery	Flaw	7		bos	94
Taint of Corruption	Flaw	7		bos	96
Isolated Upbringing	Flaw	2		sorc	106
Innocent	Merit	1		sorc	106
Psychic Awareness	Merit	3		sorc	106
The Flow of Ki	Merit	3		sorc	106
Force of Spirit	Merit	2		sorc	107
Strength of Psyche	Merit	2		sorc	107
Detached	Merit	4		sorc	107
Black and White	Flaw	1		sorc	107
Pacifist	Flaw	5		sorc	107
Style Sleeper	Merit	2		sorc	107
Twin Link	Merit	4 or 6		sorc	107
Path Natural	Merit	5		sorc	108
Psi Focus	Flaw	3-5		sorc	108
Path Inept	Flaw	5		sorc	108
Ritual Sleeper	Flaw	5		sorc	108
Impossible Ritual	Merit	2		sorcc	53
Path Dabbler	Merit	7		sorcc	54
Ritual Dabbler	Merit	3		sorcc	54
Sympathetic Mastery	Merit	5		sorcc	54
Magical Signature	Flaw	1		sorcc	54
Ritual Ineptness	Flaw	7		sorcc	54
Stubborn Magic	Flaw	1 or 4		sorcc	54
Well-Rounded	Merit	1		m20va	119
Construct	Flaw			m20va	122
Enemy	Flaw			m20va	122
Language	Merit			m20va	122
Stormwarden	Merit			m20va	122
